"Источник трафика","Площадка","Страна","Визиты","Посетители","Отказы","Время на сайте","Целевые посетители (Переход в Telegram)","Целевые посетители (Переход в WhatsApp)","Целевые посетители (Автоцель: клик по email)","Целевые посетители (Отправка формы (go to thank-you-page))","Целевые посетители (Клик кнопки Звонок)","Целевые посетители (Клик номера телефона (footer))"
"Переходы по рекламе","com.zm.nuts","Казахстан","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","deti.mail.ru","Таджикистан","2","2","0.5","00:13:19","0","0","0","0","0","0"
"Переходы по рекламе","dsp-minimob-ww.yandex.ru","Беларусь","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","dsp-transsion.yandex.ru","Узбекистан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","dsp-yeahmobi.yandex.ru","Беларусь","2","2","0.5","00:00:35","0","0","0","0","0","0"
"Переходы по рекламе","ex.24smi.info","Казахстан","2","1","0.0","00:02:41","0","0","0","0","0","0"
"Переходы по рекламе","finance.mail.ru","Казахстан","2","2","0.0","00:01:13","0","0","0","0","0","0"
"Переходы по рекламе","fldgame.bubblepop.mi","Таджикистан","2","1","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","freeplay.crowdrun.com","Узбекистан","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","game.water.sort.puzzle.android","Казахстан","2","2","0.5","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","hidden.object.find.seek.search.mystery.puzzle.games.free","Казахстан","2","1","0.5","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","hypergames.top","Кыргызстан","2","2","1.0","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","images.yandex.ru","Беларусь","2","2","0.5","00:00:32","0","0","0","0","0","0"
"Переходы по рекламе","inbusiness.kz","Казахстан","2","2","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","informburo.kz","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","jigsaw.puzzle.game.banana","Не определено","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","jigsaw.puzzle.game.banana","Казахстан","2","2","0.0","00:01:04","0","0","0","0","0","0"
"Переходы по рекламе","kidultlovin.word.zen","Не определено","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","krasnodarmedia.su","Молдова","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","kubnews.ru","Азербайджан","2","1","0.0","00:00:21","0","1","0","0","0","0"
"Переходы по рекламе","kubnews.ru","Таджикистан","2","2","0.0","00:00:45","0","0","0","0","0","0"
"Переходы по рекламе","kubnews.ru","Узбекистан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","kz.bilimgo.app","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","lady.mail.ru","Узбекистан","2","2","0.5","00:00:36","0","0","0","0","0","0"
"Переходы по рекламе","live.wallpaper.livephoto.pic.picture.dope.anime.cool","Казахстан","2","2","0.5","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","loppipoppi.dominoes","Беларусь","2","2","0.5","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","m.images.yandex.ru","Узбекистан","2","2","0.0","00:00:25","0","1","0","0","0","0"
"Переходы по рекламе","m.pogoda.yandex.ru","Беларусь","2","2","0.5","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","mail.ru","Не определено","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","mail.ru","Беларусь","2","2","0.0","00:02:01","0","0","0","0","0","0"
"Переходы по рекламе","math.puzzle.games.crossmath.number.puzzles.free","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","merge.archers","Казахстан","2","2","0.5","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","mirtesen.ru","Казахстан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","news.mail.ru","Таджикистан","2","2","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","news.ru","Молдова","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","onetap.game.tictactoe","Казахстан","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","onetap.game.tictactoe","Кыргызстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","org.aastudio.games.longnards","Кыргызстан","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","orgpage.ru","Россия","2","1","0.0","00:02:22","0","0","0","0","0","0"
"Переходы по рекламе","orgs.biz","Россия","2","1","0.5","00:01:38","0","0","0","0","0","0"
"Переходы по рекламе","pg11.ru","Кыргызстан","2","2","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","prochepetsk.ru","Казахстан","2","2","0.5","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","prochepetsk.ru","Узбекистан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","profrecycling.ru","Россия","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","progorod43.ru","Кыргызстан","2","2","0.5","00:00:35","0","0","0","0","0","0"
"Переходы по рекламе","progorod43.ru","Молдова","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","puzzle.yarn.fever.unravel.puzzle","Кыргызстан","2","2","0.0","00:00:39","0","0","0","0","0","0"
"Переходы по рекламе","radiopotok.ru","Беларусь","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","rbc.ru","Россия","2","2","0.0","00:00:42","0","0","0","0","0","0"
"Переходы по рекламе","ru.ok.android","Беларусь","2","1","0.5","00:00:45","0","0","0","0","0","0"
"Переходы по рекламе","ru.playvision.durak","Не определено","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","ru.thousandcardgame.android","Казахстан","2","1","0.0","00:00:36","0","0","0","0","0","0"
"Переходы по рекламе","ru.yandex.games","Казахстан","2","1","0.5","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","sibkray.ru","Молдова","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","sortpuz.water.sort.puzzle.game","Россия","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","sport.mail.ru","Не определено","2","2","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","sport24.ru","Казахстан","2","2","0.0","00:00:26","0","0","0","0","0","0"
"Переходы по рекламе","sportinfo.az","Азербайджан","2","1","0.5","00:00:11","0","1","0","0","0","0"
"Переходы по рекламе","spravker.ru","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","teskin.jewels.planet","Не определено","2","2","0.0","00:01:59","0","0","0","0","0","0"
"Переходы по рекламе","teskin.jewels.planet","Азербайджан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","traffic.parking.jam.escape.car3d.games","Россия","2","2","0.5","00:00:51","0","0","0","0","0","0"
"Переходы по рекламе","uslugio.com","Россия","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","usolie.info","Молдова","2","2","0.5","00:01:20","0","0","0","0","0","0"
"Переходы по рекламе","win.mail.ru","Казахстан","2","2","0.0","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","www.gametech.ru","Кыргызстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","www.ixbt.com","Не определено","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.kinoafisha.spb.ru","Не определено","2","2","0.5","00:00:23","0","1","0","0","0","0"
"Переходы по рекламе","www.kinoafisha.spb.ru","Казахстан","2","2","0.5","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","www.pravda.ru","Узбекистан","2","2","0.5","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","www1.ru","Узбекистан","2","1","0.0","00:00:20","0","0","0","0","0","0"
"Переходы по рекламе","yandex.kz","Россия","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Азербайджан","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","zakon.kz","Узбекистан","2","1","0.5","00:00:45","0","0","0","0","0","0"
"Переходы по рекламе","zamin.uz","Не определено","2","2","0.5","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","zr.ru","Кыргызстан","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Не определено","Не определено","Беларусь","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Прямые заходы","Не определено","Не определено","3","3","0.33333333333333326","00:00:40","0","0","0","0","0","0"
"Переходы из поисковых систем","Не определено","Франция","3","2","0.0","00:01:13","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","Молдова","3","2","0.0","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","casual.kawaii.couple.anime.avatar","Казахстан","3","1","0.0","00:07:17","0","0","0","0","0","0"
"Переходы по рекламе","cat.game.liftapp","Казахстан","3","3","0.33333333333333326","00:02:04","0","0","0","0","0","0"
"Переходы по рекламе","cc.bubble.adventure","Узбекистан","3","1","0.6666666666666665","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","cct.clever.courageous.treasure","Казахстан","3","1","0.33333333333333326","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.Garawell.BridgeRace","Азербайджан","3","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.Polystation.BuildABabe","Узбекистан","3","3","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.bbg.car.wash.repair.garage.games","Казахстан","3","2","0.33333333333333326","00:00:10","0","0","0","0","0","0"
"Переходы по рекламе","com.billiards.poolclub","Узбекистан","3","1","0.33333333333333326","00:00:14","0","1","0","0","0","0"
"Переходы по рекламе","com.block.juggle","Армения","3","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.blockpuzzle.us.ios","Казахстан","3","3","0.33333333333333326","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","com.craftsman.go","Казахстан","3","3","0.0","00:00:21","0","0","0","0","0","0"
"Переходы по рекламе","com.crazyart.art.puzzle.jigsaw.game","Казахстан","3","1","0.33333333333333326","00:00:10","0","0","0","0","0","0"
