"Источник трафика","Площадка","Страна","Визиты","Посетители","Отказы","Время на сайте","Целевые посетители (Переход в Telegram)","Целевые посетители (Переход в WhatsApp)","Целевые посетители (Автоцель: клик по email)","Целевые посетители (Отправка формы (go to thank-you-page))","Целевые посетители (Клик кнопки Звонок)","Целевые посетители (Клик номера телефона (footer))"
"Переходы по рекламе","tochka.by","Молдова","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","topcor.ru","Россия","1","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","translate.ru","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","translate.yandex.ru","Не определено","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","translate.yandex.ru","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","turkystan.kz","Казахстан","1","1","1.0","00:00:05","0","0","0","0","0","0"
"Переходы по рекламе","tuzlist.ru","Россия","1","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","tv.mail.ru","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","tv.mail.ru","Кыргызстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","upl.uz","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","upl.uz","Таджикистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","usolie.info","Не определено","1","1","0.0","00:01:23","0","0","0","0","0","0"
"Переходы по рекламе","usolie.info","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","uz.avtoelon","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","uz.kursiv.media","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","uz.telecom.tv.channels","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","uzbek.horoscope.kundalik.munajjimlar.bashorati","Туркменистан","1","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","uzdic.ru","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","vaib.uz","Узбекистан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","vedomosti.ru","Кыргызстан","1","1","0.0","00:02:03","0","0","0","0","0","0"
"Переходы по рекламе","vesti.kz","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","video.like","Россия","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","video.yandex.ru","Казахстан","1","1","0.0","00:19:10","0","0","0","0","0","0"
"Переходы по рекламе","vk.com","Азербайджан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","vk.com","Россия","1","1","0.0","00:00:20","0","0","0","0","0","0"
"Переходы по рекламе","voenhronika.ru","Россия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","wild.west.sniper","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","woman.ru","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","world-weather.ru","Таджикистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","wtftime.ru","Не определено","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","wtftime.ru","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","wtftime.ru","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.belnovosti.by","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","www.comss.ru","Таджикистан","1","1","0.0","00:14:38","0","0","0","0","0","0"
"Переходы по рекламе","www.gametech.ru","Казахстан","1","1","0.0","00:00:27","0","0","0","0","0","0"
"Переходы по рекламе","www.ixbt.com","Азербайджан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.ixbt.com","Польша","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","www.ixbt.com","Туркменистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.kinoafisha.spb.ru","Азербайджан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.metalweb.ru","Россия","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","www.novate.ru","Россия","1","1","0.0","00:02:00","0","0","1","0","0","0"
"Переходы по рекламе","www.pravda.ru","Казахстан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.pravda.ru","Кыргызстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","www.rabota-ipoisk.ru","Россия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","www.sport-express.ru","Россия","1","1","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","www1.ru","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","www1.ru","Россия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","yandex.by","Польша","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","yandex.by","Россия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Бангладеш","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Германия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Узбекистан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","yandex.ru","Франция","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","yell.ru","Россия","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","yesasia.ru","Кыргызстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","yp.ru","Россия","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","zakon.kz","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","zamin.uz","Казахстан","1","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","zombie.shooter.survival","Молдова","1","1","0.0","00:06:42","0","0","0","0","0","0"
"Переходы по рекламе","zoon.ru","Казахстан","1","1","0.0","00:01:28","0","0","0","0","0","0"
"Переходы по рекламе","zr.ru","Казахстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","zvukino.com","Узбекистан","1","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","заводы.рф","Россия","1","1","0.0","00:08:32","0","0","0","0","0","0"
"Не определено","Не определено","Не определено","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Не определено","Не определено","Кыргызстан","1","1","1.0","00:00:00","0","0","0","0","0","0"
"Прямые заходы","Не определено","Великобритания","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Прямые заходы","Не определено","Нидерланды","2","2","0.5","00:00:10","0","0","0","0","0","0"
"Прямые заходы","Не определено","Сингапур","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Прямые заходы","Не определено","Франция","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по ссылкам на сайтах","Не определено","Армения","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по ссылкам на сайтах","Не определено","Грузия","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы из поисковых систем","Не определено","Казахстан","2","2","0.0","00:02:13","0","0","0","0","0","0"
"Переходы из поисковых систем","Не определено","Китай","2","2","0.5","00:05:59","0","0","0","0","0","0"
"Переходы из поисковых систем","Не определено","Нидерланды","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","Иран","2","2","1.0","00:00:02","0","0","0","0","0","0"
"Переходы по рекламе","Не определено","США","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","24.kg","Кыргызстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","akchabar.kg","Кыргызстан","2","2","0.5","00:01:06","0","1","0","0","0","0"
"Переходы по рекламе","alternathistory.ru","Узбекистан","2","2","1.0","00:00:00","0","1","0","0","0","0"
"Переходы по рекламе","baku.ws","Азербайджан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","cache.cliner.too.shust","Азербайджан","2","2","0.0","00:00:37","0","0","0","0","0","0"
"Переходы по рекламе","casual.meme.call.fake.chat","Азербайджан","2","1","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.Polystation.BuildABabe","Не определено","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.TowerGuardian.EpicDefense","Узбекистан","2","1","0.0","00:00:56","0","1","0","0","0","0"
"Переходы по рекламе","com.acesgame.classicblockpuzzle","Узбекистан","2","1","0.0","00:17:20","0","0","0","0","0","0"
"Переходы по рекламе","com.action.cute.cat.flip","Беларусь","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.action.cute.cat.flip","Таджикистан","2","1","0.5","00:00:11","0","0","0","0","0","0"
"Переходы по рекламе","com.actopolus.PixelDudeSandbox","Узбекистан","2","2","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.actopolus.pixeldudesandbox","Беларусь","2","2","0.5","00:00:09","0","0","0","0","0","0"
"Переходы по рекламе","com.agedstudio.board.game.dominoes","Азербайджан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.amelosinteractive.snake","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.app.champion.pro","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.app.champion.pro","Кыргызстан","2","1","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.app.champion.pro","Таджикистан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.bigcake.android.bpdaily.huawei","Беларусь","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.block.puzzle.game.hippo.mi","Узбекистан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.booklis.bklandroid","Казахстан","2","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.bravestars.hair.salon.beauty","Беларусь","2","1","0.0","00:00:21","0","0","0","0","0","0"
"Переходы по рекламе","com.bubblepop.cannon.puzzle","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.callapp.contacts","Узбекистан","2","2","0.0","00:01:05","0","0","0","0","0","0"
"Переходы по рекламе","com.car.parking.bus.mania.traffic.jam","Россия","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.changwan.beastreborn.huawei","Казахстан","2","2","0.0","00:01:41","0","0","0","0","0","0"
"Переходы по рекламе","com.core.biggame.marble.android","Казахстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.cutefun.linktiles.ru","Казахстан","2","2","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.cutefun.makeupstar.ru","Узбекистан","2","2","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.cutefun.tallrush.ru","Казахстан","2","2","0.5","00:00:42","0","0","0","0","0","0"
"Переходы по рекламе","com.dancing.smash.hop.game.tiles.circles.beat.piano.beatracing","Узбекистан","2","2","0.0","00:00:19","0","0","0","0","0","0"
"Переходы по рекламе","com.doll.makeover.dressup.games","Не определено","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.easybrain.number.puzzle.game","Беларусь","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.evolution.merge","Казахстан","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.evrika.word.master","Кыргызстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.ew.realmoto","Не определено","2","2","0.0","00:00:18","0","0","0","0","0","0"
"Переходы по рекламе","com.ezt.popit.v2","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.fc.goods.sort.matching.puzzle.triplemaster","Не определено","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fc.p.zto.tip.tap.ticktock.rigolo.challenge.minigames","Казахстан","2","2","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.antistress.relaxing","Казахстан","2","2","0.0","00:06:14","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.antistress.relaxing","Кыргызстан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.bestmatch.master","Казахстан","2","2","0.5","00:09:18","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.bestmatch.master","Узбекистан","2","1","0.0","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.cutepet.house","Казахстан","2","2","0.0","00:01:53","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.honey.simulator","Казахстан","2","2","0.0","00:05:21","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.skyballs","Кыргызстан","2","1","0.0","00:00:39","0","0","0","0","0","0"
"Переходы по рекламе","com.fpg.snakeclash","Не определено","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.brainrot.unchhit","Узбекистан","2","2","0.0","00:00:24","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.bullet.army","Казахстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.car.driving","Кыргызстан","2","1","0.0","00:00:56","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.elastic.ragdoll","Казахстан","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.funanitistress","Кыргызстан","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.incredibox","Казахстан","2","2","0.5","00:00:25","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.lumber.township","Кыргызстан","2","1","0.0","00:00:23","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.mech.arena","Кыргызстан","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.monster.hunter","Кыргызстан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.monster.hunter","Молдова","2","1","0.0","00:09:21","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.offline.games","Кыргызстан","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.perfect.tidy","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.relaxing.pop","Кыргызстан","2","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.rush.minigame","Таджикистан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.salonbeauty","Кыргызстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.sprunki.music","Казахстан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.subway.princess","Кыргызстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.fpl.super.relax","Таджикистан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.fugo.wow","Узбекистан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.funwtsortco.ru","Узбекистан","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.fusionmind.nailsdiy","Молдова","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.galaxy.piano.moonlight","Казахстан","2","1","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.games.layerman","Кыргызстан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.gn.singleline.draw.challenge.minigames","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.gz.Xformulacar.mi","Узбекистан","2","1","0.5","00:00:04","0","0","0","0","0","0"
"Переходы по рекламе","com.halfbrick.dantheman","Кыргызстан","2","2","0.5","00:00:12","0","1","0","0","0","0"
"Переходы по рекламе","com.hepagames.wheelevolution","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.hide.ball","Казахстан","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.hitappsgames.connectwords","Казахстан","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.hmbl.one.draw.line","Кыргызстан","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.babyexcavator","Не определено","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.babyexcavator","Казахстан","2","1","0.0","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.babyexcavator","Узбекистан","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.hotplay.barinrot.survival","Кыргызстан","2","1","0.0","00:08:45","0","0","0","0","0","0"
"Переходы по рекламе","com.huiwan.shinyrides.huawei","Таджикистан","2","1","0.0","00:00:28","0","0","0","0","0","0"
"Переходы по рекламе","com.imo.android.imoim","Таджикистан","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.imo.android.imoimhd","Таджикистан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.inspiredsquare.jupiter","Россия","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.jailbreakrushd.ru","Узбекистан","2","1","0.5","00:00:50","0","0","0","0","0","0"
"Переходы по рекламе","com.kiloo.subwaysurf","Казахстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.kkz.antistress.satisfying.relax.toys.games","Казахстан","2","2","0.0","00:00:48","0","0","0","0","0","0"
"Переходы по рекламе","com.kkz.antistress.satisfying.relax.toys.games","Узбекистан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.linkdesks.jewellegend","Беларусь","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.mad1.stresscrusher.relaxing.games","Узбекистан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.marulgames.wordsurf","Узбекистан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.miui.player","Россия","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.miui.player","Узбекистан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.miui.videoplayer","Кыргызстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.motorcyclerush.ru","Казахстан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.mq.pop.huawei","Таджикистан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.my.school.boy.game","Казахстан","2","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.mysoft.benomguruhi","Узбекистан","2","1","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.neighbor.darkriddle2.mars","Таджикистан","2","1","0.0","00:04:46","0","0","0","0","0","0"
"Переходы по рекламе","com.no1ornothing.color.water.sort.woody.puzzle","Россия","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.nostel.parking.car","Узбекистан","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.nsg.car.wash.repair.garage.games","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.oakever.tiletrip","Армения","2","1","0.0","00:00:17","0","1","0","0","0","0"
"Переходы по рекламе","com.oakever.tiletrip","Кыргызстан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.obg.shape.shift.race.master.shape.shifting.tranform.race.shapeshifting","Не определено","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.android.sky.words","Беларусь","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.jigsawpuzzle","Беларусь","2","1","0.0","00:06:26","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.wordpizza","Кыргызстан","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.games.android.wordsearchsea","Казахстан","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.magicwordsearch","Не определено","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.openmygame.magicwordsearch","Беларусь","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.orangeapps.candyvalley","Казахстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.orangeapps.piratetreasure","Армения","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingangelafree","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingangelafree","Россия","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkinghank","Казахстан","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkinghank","Кыргызстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkinghank.2","Казахстан","2","2","0.5","00:01:27","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtom2","Армения","2","2","1.0","00:00:01","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.mytalkingtomfree","Молдова","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingben","Кыргызстан","2","2","0.0","00:00:23","0","1","0","0","0","0"
"Переходы по рекламе","com.outfit7.talkingtom","Азербайджан","2","2","1.0","00:00:01","0","0","0","0","0","0"
"Переходы по рекламе","com.p.gr.chibi.fashion","Казахстан","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.paurau.MakeHer","Беларусь","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.paurau.MakeHer","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.pet.hh.hklr.huawei","Узбекистан","2","1","0.0","00:00:26","0","0","0","0","0","0"
"Переходы по рекламе","com.pf.whole.in.black.hole.game","Казахстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.pi.pair.match.puzzle","Узбекистан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.pinwan.blockleap.huawei","Казахстан","2","2","0.0","00:01:08","0","0","0","0","0","0"
"Переходы по рекламе","com.pinwan.turborace.huawei","Беларусь","2","1","0.0","00:01:26","0","0","0","0","0","0"
"Переходы по рекламе","com.playflix.kick.breakragdoll.games","Узбекистан","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.pronetis.ironball2","Азербайджан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.pronetis.ironball2","Россия","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.rimashev.nextbots.sandbox","Казахстан","2","2","0.0","00:06:53","0","0","0","0","0","0"
"Переходы по рекламе","com.rioo.runnersubway","Узбекистан","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.rlg.future.robot.transform.car.racing","Узбекистан","2","2","0.5","00:00:13","0","0","0","0","0","0"
"Переходы по рекламе","com.sa.banana.survival","Казахстан","2","1","0.0","00:00:21","0","0","0","0","0","0"
"Переходы по рекламе","com.sblazer.infected_city_escalade_driving","Не определено","2","1","0.0","00:00:17","0","0","0","0","0","0"
"Переходы по рекламе","com.screw3d.match.nuts.bolts.pin.jam.away.puzzle","Не определено","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.sdvl.brainrot.prankcall","Казахстан","2","2","0.0","00:00:47","0","0","0","0","0","0"
"Переходы по рекламе","com.security.gpro.cleer","Казахстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.severex.cross.word.puzzle.logic","Казахстан","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.shinegames.screwpuzzle","Азербайджан","2","1","0.5","00:00:12","0","0","0","0","0","0"
"Переходы по рекламе","com.smallbell.Antistress.mi","Узбекистан","2","1","0.0","00:03:28","0","0","0","0","0","0"
"Переходы по рекламе","com.smashing.draw2","Не определено","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.stellajoy.jigsawsolitaire","Кыргызстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.superec.boocatnewyear","Казахстан","2","1","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.survival456.squid.run","Азербайджан","2","2","0.0","00:04:12","0","0","0","0","0","0"
"Переходы по рекламе","com.sweetcandy.puzzle.blast.crush.free","Узбекистан","2","1","0.0","00:00:19","0","0","0","0","0","0"
"Переходы по рекламе","com.tfv.draw.one.missing.partdop.puzzle.games","Кыргызстан","2","1","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.tiletrix.huawei","Казахстан","2","1","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.tripledot.triple.tile.match.pair.game.three.master.object","Россия","2","2","0.5","00:00:07","0","0","0","0","0","0"
"Переходы по рекламе","com.tripledot.woodoku","Узбекистан","2","2","0.5","00:01:39","0","0","0","0","0","0"
"Переходы по рекламе","com.uc.animal.hide.seek","Азербайджан","2","2","0.0","00:00:16","0","0","0","0","0","0"
"Переходы по рекламе","com.uc.minigame.relax","Не определено","2","2","0.0","00:10:02","0","0","0","0","0","0"
"Переходы по рекламе","com.uc.minigame.relax","Беларусь","2","2","0.5","00:00:08","0","0","0","0","0","0"
"Переходы по рекламе","com.uc.spranki.music.box","Не определено","2","1","0.0","00:00:43","0","0","0","0","0","0"
"Переходы по рекламе","com.uc.sprunki.transform","Казахстан","2","2","1.0","00:00:00","0","0","0","0","0","0"
"Переходы по рекламе","com.uzprog.wg3","Узбекистан","2","1","0.0","00:00:22","0","0","0","0","0","0"
"Переходы по рекламе","com.wg.IndianGangster.openworld","Узбекистан","2","2","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.whitedot.fg2","Казахстан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.xgfs.bearsw.mi","Беларусь","2","1","0.0","00:00:27","0","0","0","0","0","0"
"Переходы по рекламе","com.yg.bike.racinggame","Не определено","2","2","1.0","00:00:03","0","0","0","0","0","0"
"Переходы по рекламе","com.yg.extreme.moto","Таджикистан","2","1","0.0","00:00:15","0","0","0","0","0","0"
"Переходы по рекламе","com.yg.extreme.moto","Узбекистан","2","2","0.5","00:00:26","0","1","0","0","0","0"
"Переходы по рекламе","com.yg.mini.games","Таджикистан","2","2","0.0","00:00:14","0","0","0","0","0","0"
"Переходы по рекламе","com.yg.two.player.battle","Узбекистан","2","2","0.5","00:00:08","0","0","0","0","0","0"
