Источник трафика;Площадка;Страна;Визиты;Посетители;Коэффициент отказов;Среднее время на сайте, сек;Целевые посетители (Переход в Telegram);Целевые посетители (Переход в WhatsApp);Целевые посетители (Автоцель: клик по email);Целевые посетители (Отправка формы (go to thank-you-page));Целевые посетители (Клик кнопки Звонок);Целевые посетители (Клик номера телефона (footer));Total goals;Junk source
Переходы по рекламе;com.tripledot.woodoku;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.tripledot.woodoku;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.turbo.stars;Беларусь;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.tvf.anti.stress.relaxing.mini.games;Кыргызстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.tzl.bear.huawei;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.tzl.clubstory.xm;Азербайджан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.u14.backyardmaster;Азербайджан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.u14.backyardmaster;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.uc.minigame.relax;Вьетнам;1.0;1.0;0.0;713.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.uc.minigame.relax;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.uc.sprunki.transform;;1.0;1.0;0.0;1556.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.vehicleparking.ru;Узбекистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.veraxen.jigsaw;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.vesna.solitaire.klondike;Казахстан;1.0;1.0;0.0;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.viber.voip;Беларусь;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.viber.voip;Узбекистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.vid.lite.supledown;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.video.mimk.max;Молдова;1.0;1.0;0.0;17.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.village.quest;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.vitastudio.mahjong;Китай;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.voidrealm.stickwarriors.darkage;Азербайджан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wW3SchoolsOnlineWebTutorials_12396648;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wedding.run;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wedding.run;Узбекистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.weloadin.dessertdiy;Казахстан;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wn.hairtattoo;Узбекистан;1.0;1.0;0.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.wood.bolt.wordle.screw.nuts.puzzle;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wrx.Avata.mi;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wrx.DirtBikeExtreme.mi;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wrx.fashion.mi;Таджикистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wrx.ivePor.mi;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wrx.keupst.mi;Кыргызстан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.ws.unicorn.runner.kingdom;Азербайджан;1.0;1.0;0.0;477.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.wz.CityVillageLifeSimulator.mi;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.wz.SchoolLoveStory.mi;Кыргызстан;1.0;1.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.xmonetize.quizzland;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yanhang.closetcarnival.huawei;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.ball.challenge;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.ball.challenge;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.balls.parkour;Таджикистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.bike.racinggame;Казахстан;1.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.boxing.annoying;Таджикистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.dinosaur.lsland;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.fashionqueen;Узбекистан;1.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.obbyparkour;;1.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.obbyparkour;Казахстан;1.0;1.0;1.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.realmotocross;Азербайджан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.realxtremecar;Узбекистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.sf.minigames;Таджикистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.stunt.motorcycle;;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.yg.stunt.motorcycle;Кыргызстан;1.0;1.0;0.0;43.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.yg.templeballs;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.yg.ticfungames;Кыргызстан;1.0;1.0;0.0;27.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.yippo.ai;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.ylans.zombie;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.youmusic.magictiles;Узбекистан;1.0;1.0;0.0;79.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.zm.crossmath;Беларусь;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.zm.watersort;Армения;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;cq.ru;Кыргызстан;1.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;deti.mail.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;deti.mail.ru;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dragon.virtual.pet.game;Беларусь;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;drive.place;Молдова;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;drug.vokrug;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;dsp-huawei.yandex.ru;Кыргызстан;1.0;1.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-huawei.yandex.ru;Узбекистан;1.0;1.0;0.0;22.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-inmobi.yandex.ru;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;dsp-ironsource.yandex.ru;Армения;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-minimob-ww.yandex.ru;;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-minimob-ww.yandex.ru;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-minimob-ww.yandex.ru;Молдова;1.0;1.0;1.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;dsp-mintagral.yandex.ru;Туркменистан;1.0;1.0;0.0;38.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-webeye.yandex.ru;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-webeye.yandex.ru;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp-xiaomi.yandex.ru;;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;dsp.yandex.ru;Абхазия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp.yandex.ru;Армения;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp.yandex.ru;Германия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp.yandex.ru;Турция;1.0;1.0;0.0;172.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dsp.yandex.ru;Южная Осетия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dzen.ru;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dzen.ru;Таджикистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;dzen.ru;Узбекистан;1.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;e1.ru;Россия;1.0;1.0;0.0;32.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;ellegirl.ru;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;ex.24smi.info;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;fabricators.ru;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;factories.by;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;factories.kz;Казахстан;1.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;farm.parking.game;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;finance.mail.ru;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;fontanka.ru;Россия;1.0;1.0;0.0;118.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;funcore.bricker.construction_set.puzzle;Казахстан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;funvent.tilepark;;1.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;funvent.tilepark;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;funvent.tilepark;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;game.asmr.hospital.cleaning.master;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;game.yandex.ru;Китай;1.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;games.offlinegames.minigames;Азербайджан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;games.spearmint.triplecrush;Узбекистан;1.0;1.0;0.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;games.vaveda.militaryoverturn;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;games.yandex.ru;Кыргызстан;1.0;1.0;1.0;6.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;games.yandex.ru;Россия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;games.yandex.ru;Туркменистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;gauge.su;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;gazeta.ru;Казахстан;1.0;1.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;gazeta.ru;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;gismeteo.kz;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;globalinfo.az;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;go.mail.ru;Беларусь;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;go.mail.ru;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;go.mail.ru;Кыргызстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;go.mail.ru;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;gorodvo.ru;Кыргызстан;1.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;gridplus.ball.sort.colorpuz;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;health.mail.ru;Таджикистан;1.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;health.mail.ru;Узбекистан;1.0;1.0;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;hh.kz;Казахстан;1.0;1.0;0.0;24.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;hi-tech.mail.ru;Кыргызстан;1.0;1.0;0.0;120.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;hmn.ru;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;horo.mail.ru;Кыргызстан;1.0;1.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;howto-news.info;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;htn.tech;Таджикистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;images.yandex.ru;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;images.yandex.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;interfax.ru;Туркменистан;1.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;interfax.ru;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;io.voodoo.paper2;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;iuanu.anti_soothing.mi;Кыргызстан;1.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;iuanu.hopdance.mi;Кыргызстан;1.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;iuanu.robotdrop.mi;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;ivd.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;jsprav.ru;Казахстан;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;kartaslov.ru;Кыргызстан;1.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;katalog.vslutske.by;Беларусь;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;kidultlovin.word.zen;США;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;knews.kg;Кыргызстан;1.0;1.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;knigavuhe.org;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;kstnews.kz;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;kubnews.ru;Молдова;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;lada.kz;Казахстан;1.0;1.0;0.0;35.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;lady.mail.ru;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;lady.mail.ru;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;lava.game.parkour.games;Казахстан;1.0;1.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;lgz.ru;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;limehd.ru.ctv;Россия;1.0;1.0;0.0;41.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;litmir.club;Россия;1.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.avito.ru;Россия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.championat.asia;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.games.yandex.ru;Казахстан;1.0;1.0;0.0;60.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.games.yandex.ru;Молдова;1.0;1.0;0.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.games.yandex.ru;Туркменистан;1.0;1.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.images.yandex.ru;Беларусь;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.lenta.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.lenta.ru;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.mail.yandex.ru;Беларусь;1.0;1.0;1.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.mail.yandex.ru;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.maps.yandex.uz;;1.0;1.0;1.0;6.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;m.pogoda.yandex.ru;Азербайджан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.pogoda.yandex.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.pogoda.yandex.ru;Китай;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.pogoda.yandex.ru;Таджикистан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;m.video.yandex.ru;Китай;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;magadanmedia.ru;Таджикистан;1.0;1.0;0.0;135.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;mail.ru;Молдова;1.0;1.0;0.0;57.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;maps.yandex.ru;Беларусь;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;maps.yandex.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;math.puzzle.games.crossmath.number.puzzles.free;Беларусь;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;math.puzzle.games.crossmath.number.puzzles.free;Узбекистан;1.0;1.0;1.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;mel.fm;Казахстан;1.0;1.0;0.0;558.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;mercedesman.ru;Кыргызстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;moya-planeta.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;multigo.ru;Молдова;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;music.yandex.ru;Беларусь;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;musify.club;Беларусь;1.0;1.0;0.0;54.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;muzofond.fm;Узбекистан;1.0;1.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;my.mail.ru;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;my.mail.ru;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
