Источник трафика;Площадка;Страна;Визиты;Посетители;Коэффициент отказов;Среднее время на сайте, сек;Целевые посетители (Переход в Telegram);Целевые посетители (Переход в WhatsApp);Целевые посетители (Автоцель: клик по email);Целевые посетители (Отправка формы (go to thank-you-page));Целевые посетители (Клик кнопки Звонок);Целевые посетители (Клик номера телефона (footer));Total goals;Junk source
Переходы по рекламе;www.novate.ru;Россия;1.0;1.0;0.0;120.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;www.pravda.ru;Казахстан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;www.pravda.ru;Кыргызстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;www.rabota-ipoisk.ru;Россия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;www.sport-express.ru;Россия;1.0;1.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;www1.ru;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;www1.ru;Россия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;yandex.by;Польша;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.by;Россия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.ru;Бангладеш;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.ru;Германия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.ru;Узбекистан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yandex.ru;Франция;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;yell.ru;Россия;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;yesasia.ru;Кыргызстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;yp.ru;Россия;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;zakon.kz;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;zamin.uz;Казахстан;1.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;zombie.shooter.survival;Молдова;1.0;1.0;0.0;402.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;zoon.ru;Казахстан;1.0;1.0;0.0;88.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;zr.ru;Казахстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;zvukino.com;Узбекистан;1.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;заводы.рф;Россия;1.0;1.0;0.0;512.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
;;;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
;;Кыргызстан;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Великобритания;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Нидерланды;2.0;2.0;0.5;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Сингапур;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Прямые заходы;;Франция;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по ссылкам на сайтах;;Армения;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по ссылкам на сайтах;;Грузия;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы из поисковых систем;;Казахстан;2.0;2.0;0.0;133.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы из поисковых систем;;Китай;2.0;2.0;0.5;359.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы из поисковых систем;;Нидерланды;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;;Иран;2.0;2.0;1.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;;США;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;24.kg;Кыргызстан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;akchabar.kg;Кыргызстан;2.0;2.0;0.5;66.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;alternathistory.ru;Узбекистан;2.0;2.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;baku.ws;Азербайджан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;cache.cliner.too.shust;Азербайджан;2.0;2.0;0.0;37.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;casual.meme.call.fake.chat;Азербайджан;2.0;1.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.Polystation.BuildABabe;;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.TowerGuardian.EpicDefense;Узбекистан;2.0;1.0;0.0;56.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.acesgame.classicblockpuzzle;Узбекистан;2.0;1.0;0.0;1040.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.action.cute.cat.flip;Беларусь;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.action.cute.cat.flip;Таджикистан;2.0;1.0;0.5;11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.actopolus.PixelDudeSandbox;Узбекистан;2.0;2.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.actopolus.pixeldudesandbox;Беларусь;2.0;2.0;0.5;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.agedstudio.board.game.dominoes;Азербайджан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.amelosinteractive.snake;Казахстан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.app.champion.pro;Казахстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.app.champion.pro;Кыргызстан;2.0;1.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.app.champion.pro;Таджикистан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.bigcake.android.bpdaily.huawei;Беларусь;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.block.puzzle.game.hippo.mi;Узбекистан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.booklis.bklandroid;Казахстан;2.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.bravestars.hair.salon.beauty;Беларусь;2.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.bubblepop.cannon.puzzle;Казахстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.callapp.contacts;Узбекистан;2.0;2.0;0.0;65.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.car.parking.bus.mania.traffic.jam;Россия;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.changwan.beastreborn.huawei;Казахстан;2.0;2.0;0.0;101.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.core.biggame.marble.android;Казахстан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.cutefun.linktiles.ru;Казахстан;2.0;2.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.cutefun.makeupstar.ru;Узбекистан;2.0;2.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.cutefun.tallrush.ru;Казахстан;2.0;2.0;0.5;42.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.dancing.smash.hop.game.tiles.circles.beat.piano.beatracing;Узбекистан;2.0;2.0;0.0;19.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.doll.makeover.dressup.games;;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.easybrain.number.puzzle.game;Беларусь;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.evolution.merge;Казахстан;2.0;1.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.evrika.word.master;Кыргызстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.ew.realmoto;;2.0;2.0;0.0;18.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.ezt.popit.v2;Казахстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.goods.sort.matching.puzzle.triplemaster;;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fc.p.zto.tip.tap.ticktock.rigolo.challenge.minigames;Казахстан;2.0;2.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpg.antistress.relaxing;Казахстан;2.0;2.0;0.0;374.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.antistress.relaxing;Кыргызстан;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.bestmatch.master;Казахстан;2.0;2.0;0.5;558.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.bestmatch.master;Узбекистан;2.0;1.0;0.0;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.cutepet.house;Казахстан;2.0;2.0;0.0;113.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.honey.simulator;Казахстан;2.0;2.0;0.0;321.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.skyballs;Кыргызстан;2.0;1.0;0.0;39.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpg.snakeclash;;2.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.brainrot.unchhit;Узбекистан;2.0;2.0;0.0;24.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.bullet.army;Казахстан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.car.driving;Кыргызстан;2.0;1.0;0.0;56.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.elastic.ragdoll;Казахстан;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.funanitistress;Кыргызстан;2.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.incredibox;Казахстан;2.0;2.0;0.5;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.lumber.township;Кыргызстан;2.0;1.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.mech.arena;Кыргызстан;2.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.monster.hunter;Кыргызстан;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.monster.hunter;Молдова;2.0;1.0;0.0;561.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.offline.games;Кыргызстан;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.perfect.tidy;Казахстан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.relaxing.pop;Кыргызстан;2.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.rush.minigame;Таджикистан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.salonbeauty;Кыргызстан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.sprunki.music;Казахстан;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fpl.subway.princess;Кыргызстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.fpl.super.relax;Таджикистан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fugo.wow;Узбекистан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.funwtsortco.ru;Узбекистан;2.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.fusionmind.nailsdiy;Молдова;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.galaxy.piano.moonlight;Казахстан;2.0;1.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.games.layerman;Кыргызстан;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.gn.singleline.draw.challenge.minigames;Казахстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.gz.Xformulacar.mi;Узбекистан;2.0;1.0;0.5;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.halfbrick.dantheman;Кыргызстан;2.0;2.0;0.5;12.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.hepagames.wheelevolution;Казахстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hide.ball;Казахстан;2.0;1.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hitappsgames.connectwords;Казахстан;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hmbl.one.draw.line;Кыргызстан;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hotplay.babyexcavator;;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hotplay.babyexcavator;Казахстан;2.0;1.0;0.0;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hotplay.babyexcavator;Узбекистан;2.0;1.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.hotplay.barinrot.survival;Кыргызстан;2.0;1.0;0.0;525.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.huiwan.shinyrides.huawei;Таджикистан;2.0;1.0;0.0;28.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.imo.android.imoim;Таджикистан;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.imo.android.imoimhd;Таджикистан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.inspiredsquare.jupiter;Россия;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.jailbreakrushd.ru;Узбекистан;2.0;1.0;0.5;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.kiloo.subwaysurf;Казахстан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.kkz.antistress.satisfying.relax.toys.games;Казахстан;2.0;2.0;0.0;48.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.kkz.antistress.satisfying.relax.toys.games;Узбекистан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.linkdesks.jewellegend;Беларусь;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.mad1.stresscrusher.relaxing.games;Узбекистан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.marulgames.wordsurf;Узбекистан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.miui.player;Россия;2.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.miui.player;Узбекистан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.miui.videoplayer;Кыргызстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.motorcyclerush.ru;Казахстан;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.mq.pop.huawei;Таджикистан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.my.school.boy.game;Казахстан;2.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.mysoft.benomguruhi;Узбекистан;2.0;1.0;0.0;14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.neighbor.darkriddle2.mars;Таджикистан;2.0;1.0;0.0;286.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.no1ornothing.color.water.sort.woody.puzzle;Россия;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.nostel.parking.car;Узбекистан;2.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.nsg.car.wash.repair.garage.games;Казахстан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.oakever.tiletrip;Армения;2.0;1.0;0.0;17.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.oakever.tiletrip;Кыргызстан;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.obg.shape.shift.race.master.shape.shifting.tranform.race.shapeshifting;;2.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.android.sky.words;Беларусь;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.openmygame.games.android.jigsawpuzzle;Беларусь;2.0;1.0;0.0;386.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.games.android.wordpizza;Кыргызстан;2.0;1.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.games.android.wordsearchsea;Казахстан;2.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.magicwordsearch;;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.openmygame.magicwordsearch;Беларусь;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.orangeapps.candyvalley;Казахстан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.orangeapps.piratetreasure;Армения;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.outfit7.mytalkingangelafree;Казахстан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.outfit7.mytalkingangelafree;Россия;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.outfit7.mytalkinghank;Казахстан;2.0;2.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.outfit7.mytalkinghank;Кыргызстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.outfit7.mytalkinghank.2;Казахстан;2.0;2.0;0.5;87.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.mytalkingtom2;Армения;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.mytalkingtomfree;Молдова;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.outfit7.talkingben;Кыргызстан;2.0;2.0;0.0;23.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;ok
Переходы по рекламе;com.outfit7.talkingtom;Азербайджан;2.0;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.p.gr.chibi.fashion;Казахстан;2.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.paurau.MakeHer;Беларусь;2.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.paurau.MakeHer;Казахстан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.pet.hh.hklr.huawei;Узбекистан;2.0;1.0;0.0;26.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.pf.whole.in.black.hole.game;Казахстан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.pi.pair.match.puzzle;Узбекистан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.pinwan.blockleap.huawei;Казахстан;2.0;2.0;0.0;68.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.pinwan.turborace.huawei;Беларусь;2.0;1.0;0.0;86.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.playflix.kick.breakragdoll.games;Узбекистан;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.pronetis.ironball2;Азербайджан;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.pronetis.ironball2;Россия;2.0;2.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.rimashev.nextbots.sandbox;Казахстан;2.0;2.0;0.0;413.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.rioo.runnersubway;Узбекистан;2.0;1.0;0.0;16.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.rlg.future.robot.transform.car.racing;Узбекистан;2.0;2.0;0.5;13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.sa.banana.survival;Казахстан;2.0;1.0;0.0;21.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.sblazer.infected_city_escalade_driving;;2.0;1.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.screw3d.match.nuts.bolts.pin.jam.away.puzzle;;2.0;2.0;0.5;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.sdvl.brainrot.prankcall;Казахстан;2.0;2.0;0.0;47.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.security.gpro.cleer;Казахстан;2.0;1.0;0.0;15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.severex.cross.word.puzzle.logic;Казахстан;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.shinegames.screwpuzzle;Азербайджан;2.0;1.0;0.5;12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
Переходы по рекламе;com.smallbell.Antistress.mi;Узбекистан;2.0;1.0;0.0;208.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;ok
Переходы по рекламе;com.smashing.draw2;;2.0;2.0;0.5;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;junk
